sentence_column_name|tag_column_name
Det verkliga värdet av CapMan Plcs egna investeringar uppgick den 30 september 2008 till 59,8 MEUR.|1
Företaget kan dock inte ge upp palmolja helt och hållet.|1
STORA ENSO, NORSKE SKOG, M-REAL, UPM-KYMMENE Credit Suisse First Boston (CFSB) höjde det verkliga värdet för aktierna i fyra av de största nordiska skogskoncernerna.|2
Resultatet före skatt uppgick till 9,0 miljoner euro , en minskning från 36,3 miljoner euro 2007 .|0
En webbsändning med ljud kommer att finnas tillgänglig live och arkiveras på Cerners webbplats på www.cerner.com.|1
Rory Fitzgerald , general manager , operations , Bristol Port , sa : `` Med användningen av lågunderhållsteknik kan vi spara upp till 30 procent på service, plus den lastkännande hydrauliken kan spara oss ytterligare 15 till 30 procent på bränsle konsumtion. &#39;&#39;|2
Den finska elektronikkontraktstillverkaren Scanfil redovisar en nettoomsättning på 241,2 miljoner euro 2006, en minskning från 321,6 miljoner euro 2005.|0
Outokumpu i Finland, tillverkare av rostfritt stål, planerar att ingå ett leveransavtal med Indian Railways.|2
Bolaget innehar för närvarande inga egna aktier.|1
Den officiella invigningen av kontoret, som ligger i Prag, kommer att firas den 20 maj.|1
Rörelseresultatet uppgick till 21,1 miljoner euro , en ökning från 18,6 miljoner euro 2007 , vilket motsvarar 9,7 % av omsättningen .|2
tjänsteleverantören Efore Plc effektiviserar verksamheten i Finland och USA. Den finska leverantören av elektroniska system och tjänster Efore Plc ( OMX Helsinki : EFO1V ) meddelade tisdagen ( 3 februari ) att man har inlett lagstadgade förhandlingar om en effektivisering av sin verksamhet i Finland .|2
Personalstyrkan kommer också att minska på kontoret i Amsterdam i Nederländerna.|0
Kapaciteten kommer att minska vid Seikku sågverk i Björneborg och Alholma sågverk i Jakobstad och resultera i att 60 personer blir uppsagda i cirka sex veckor med start i mitten av maj.|0
Således kommer koncernens balansräkning att ha cirka 25,8 miljoner euro i goodwill, tillade företaget.|1
Det finns ingen anledning att oroa sig för inflationen 2021|2
Tjänstemän avslöjade inte kontraktsvärdet.|1
Dessutom har YIT förbehållit EPI Ryssland rätten att utöka logistikcentret med cirka 100 000 m2.|1
Jämfört med FTSE 100 - indexet , som sjönk 35,2 punkter ( eller 0,6 % ) på dagen , var detta en relativ prisförändring på 0,6 % .|1
Theodosopoulos sa att Tellabs kan vara av värde för Nokia Siemens eller Nortel med tanke på dess &quot;ledande leveransstatus&quot; med Verizon, tillsammans med högtillväxtprodukter.|2
Vi är hedrade över att uppmärksammas av Gartner som en specialist inom affärsprocessmodellering och analys, i sällskap med många av de största mjukvaruleverantörerna i världen.|2
Cymeds omsättning förväntas uppgå till 3,5 miljoner euro under 2006.|1
Poyry Energy GmbH är Österrikes ledande ingenjörs- och konsultföretag inom energi-, infrastruktur- och miljösektorn, ägt av Poyry Plc. och österrikiska Verbund AG .|1
Poyry har en bra meritlista av stora transportprojekt i Latinamerika.|2
Värdet på kontraktet är cirka 27 miljoner euro.|1
Ulefos Group är den ledande leverantören av brunnslock i Norden.|1
Exporten utgör mer än 80 procent av vår försäljning, så namnet Glaston speglar också ett verkligt internationellt verksamt företag, förklarar Kyros VD och koncernchef Mika Seitovirta.|1
Under det senaste decenniet har man gradvis avyttrat icke-kärntillgångar och köpt flera tillverkare av sportutrustning, inklusive Kalifornien-baserade Fitness Products International och Sparks, Nevada-baserade ATEC, en ledande tillverkare av maskiner för baseball och softball.|2
Den el som Lovisa producerar årligen täcker cirka 10 % av Finlands elförbrukning.|1
Enligt Viking Lines VD Nils-Erik Eklund är bolagets styrelse mycket nöjd med Viking Lines prestation.|2
Det vände också till vinst per aktie ( EPS ) på 0,08 EUR mot förlust per aktie på 0,04 EUR .|2
NORDISK BUSINESS RAPPORT-26 juni 2006-Metso Corporation vinner utrustningsorder på 50 miljoner euro i Australien -_ 1998-2006 M2 COMMUNICATIONS LTD Den finska ingenjörs- och teknikkoncernen Metso Corporation meddelade på måndagen (26 juni) att man har fått en utrustningsorder på 50 miljoner euro i Australien.|2
Flygbolaget uppskattade att inställda flygningar på grund av stängningen av det europeiska luftrummet, och processen att återuppta trafiken, har orsakat företaget en förlust på 20 miljoner euro, inklusive kostnaderna för strandade passagerares boende.|0
I slutet av augusti var Sampo Nordeas största aktieägare med en ägarandel på 20,6 %, följt av staten med 19,9 %.|1
Nigerianer anklagar Shell för &quot;gemenskapsproblem&quot; i Nigerdeltat.|0
Ordern består av kapacitetsutvidgning, underhållstjänster och ny laddningsfunktion, säger företaget.|1
ALEXANDRIA, Va., 3 okt. - Markka A. Oksanen och Harald Kaaja, båda från Helsingfors, Finland, Juha Salokannel från Kangasala, Finland, och Arto Palin från Viiala, Finland, har utvecklat ett system för att tillhandahålla kommunikationssäkerhet.|1
Den extra bolagsstämman beräknas äga rum senast den 18 februari 2011 .|1
Tekla Structures BIM Building Information Modeling programvara utvecklas enligt en långsiktig plan för förbättrad användarupplevelse, process och funktionalitet.|2
Vinst per aktie EPS uppgick till 0,01 EUR.|1
Yakima skapade positionen åt honom efter att ha kommit ur sina egna ekonomiska nedgångar.|1
Satama fick kompetens inom Data Management Solutions med Business Intelligence-specialisering nyligen genom förvärvet av Fimentor Oy.|2
Dubai Nokia har meddelat lanseringen av `` Comes with Music &#39;&#39;, dess banbrytande tjänst som introducerar ett nytt sätt för människor att njuta av musik.|2
Den största delen av ökningen av ölkonsumtionen skedde i Fjärran Östern, Latinamerika och Afrika.|1
Anläggningen kommer att samla in råmaterial från Östersjöregionen.|1
Detta kommer att ske inhemskt och på närliggande marknader, både organiskt och genom förvärv.|1
EuroChem CFO Andrey Ilyin sa: `` Den här faciliteten markerar ytterligare ett viktigt steg för EuroChem i att säkra den långsiktiga finansieringen som krävs för våra kaliumklorid och andra strategiska projekt.|2
I Finland rapporterar Bank of +_land att dess rörelsevinst sjönk till 6,1 miljoner euro under andra kvartalet 2008 från 7,5 miljoner euro andra kvartalet 2007.|0
Under 2006 avser bolaget att investera kraftigt i att utöka sitt distributions- och underhållsnät.|2
Redaktörens anteckning: Grimaldi genererade en omsättning på 1,7 miljarder euro (2,182 miljarder USD) 2005, rapporterade ANSA den 29 maj 2006.|1
Finska komponentleverantören Componenta Corporation OMX Helsinki: CTH1V sa måndagen den 16 juni att man ändrar sin priscykel på grund av de stigande råvarupriserna.|1
Ledningsgruppen kommer att delta i justeringarna med en tidsbegränsad lönesänkning på 5 %.|2
&quot;Efter att ha fixat vår hemmabas, sänkt kostnaderna och stängt de icke-lönsamma enheterna tittar vi nu på framtiden&quot;, sa hon.|2
Cerberus Capital Management LP-stödda tryckpapperstillverkare NewPage Corp. har publicerat blandade resultat för andra kvartalet, vilket kastar ett moln över sin planerade börsnotering.|0
En omställning av intressen inom sektorn är helt klart på gång.|2
Rapportering i enlighet med den sammanslagna affärsverksamheten startar från och med den 1 januari 2011 .|1
`` Sociala nätverk och platsbaserade tjänstetrender utgör en betydande del av internettrafiken idag och tilltalar MID-användare.|1
Det uppskattade årliga värdet av ramavtalet är cirka 50 miljoner euro.|1
GS Engineering kommer att installera ventilerna i en LNG-anläggning för flytande naturgas som den har byggt för UAE:s LNG-utvinning och gasanläggningsoperatören GASCO i Ruwais, UAE.|1
Intäkterna från juli till september ökade med 21 procent till 2,3 miljarder euro, uppgav det finska företaget på torsdagen.|2
Rörelseresultatet sjönk till 35,4 miljoner euro från 68,8 miljoner euro 2007, inklusive fartygsförsäljningsvinst på 12,3 miljoner euro.|0
Ruukkis leveransvolymer och försäljningspriser visade en gynnsam utveckling och företagets jämförbara nettoomsättning ökade med 50 % på årsbasis till 647 miljoner euro, sa VD Sakari Tamminen.|2
Prothious Engineering (www.prothious.com) har fler än 1 000 anställda och har en stor portfölj av projekt och en årlig detaljkapacitet på mer än 100 000 ton.|1
Det sämsta indextalet fick finska kraftbolaget Fortum, 4,5.|0
LONDON AFX-UK och europeiska mäklares rekommendationer utfärdade idag, sammanställda av AFX News från en rad olika marknadskällor.|1
Ruukki meddelade att de har tecknat ett avtal med Aker Solutions i Norge om att leverera 24 sugankare i september 2010 från sin Kalajoki-enhet i Finland.|2
Produktionen ska avvecklas före juni 2009 och 325 anställda förlorar sina jobb.|0
Intäkterna under kvartalet sjönk med 8 procent till ( EURO ) 2,4 miljarder jämfört med ett år tidigare .|0
Det återstående beloppet kommer att finansieras genom skulder, sade den danska banken.|1
Dess andra välkända varumärken inkluderar fitnessutrustningstillverkaren Precor och USA-baserade bollsportutrustningstillverkaren Wilson.|1
Under första kvartalet 2010 ökade Bank of +_lands räntenetto från 9,1 miljoner euro till 9,7 miljoner euro.|2
Efter förvärvet uppgår Baswares preliminära omsättning proforma för 2005 till 52,6 miljoner euro och preliminärt proforma rörelseresultat uppgår till 7,1 miljoner euro.|1
Ahlstrom Corporation Anne Pirila Direktör, finansiell kommunikation Distribution: Helsingforsbörsen Huvudmedia Ahlstrom i korthet Ahlstrom är ledande inom utveckling, tillverkning och marknadsföring av högpresterande fiberbaserade material.|1
Qualcomm uppskattade en vinst för första kvartalet mellan 46 och 50 cent per aktie, exklusive vissa poster, under analytikerns uppskattning på 61 cent per aktie.|0
Flaggskeppet kommer att öppna i höst i Manhattans Flatiron District i `` Toy Building ,&#39;&#39; på 200 Fifth Avenue.|1
` För Nordea innebär inflyttningen till det nya huvudkontoret början på en ny era.|2
Motorola stod för 11,5 procent av den sydkoreanska mobiltelefonmarknaden i slutet av april, Samsung hade 55 procent och LG Electronics 19 procent, enligt den koreanska ATLAS Research Group.|1
Värdet på affären avslöjades inte.|1
Det finska byggföretaget YIT Corporation planerar att bygga cirka 200 högkvalitativa fritidshus nära skid- och spaanläggningen Tahko i Finland.|2
Under första kvartalet 2009 uppgick företagets rörelseförlust till 0,3 miljoner euro , jämfört med en vinst på 3,6 miljoner euro under första kvartalet 2008 .|0
Butiken ligger i Poznan i ett köpcentrum som heter Pestka, tillade företaget.|1
Solidium hämtade Tikkurila-aktierna som en utdelning till ett bokfört värde av 15,80 euro per aktie.|1
Rörelseresultatet steg till 4,7 miljoner euro från 3,6 miljoner euro.|2
Juha Jordan, chefsingenjör på Glaston, sa att en av anledningarna till att välja Vacon som en global leverantör av frekvensomriktare är att de har service- och supportcenter i samma länder där Glaston är verksamt.|2
Finlans börsnoterade livsmedelsindustriföretag HKScan Group kontrollerade företag i Baltikum förbättrade intäkterna med 3,5 miljoner euro till 160,4 miljoner euro 2010 från 156,9 miljoner euro året innan.|2
Betalning för förvärvade aktier kommer att ske kontant och priset per aktie blir 1 euro plus en administrationsavgift.|1
Leverans beräknas ske senare denna månad .|1
Värdet på beställningarna är cirka 70 miljoner euro.|1
Koncernens 12-månaders rörelsevinst ökade med 31 procent till 337,8 miljoner euro.|2
Dessutom kommer Lehdentekijat Oy att börja producera en ny medlemstidning, Viisas Raha (Kloka pengar) för föreningen.|2
Transaktionen är villkorad av ett slutligt avtal mellan parterna, godkännanden av deras beslutande organ och godkännande av den finska konkurrensmyndigheten.|1
Det maximala antalet uppsägningar i Finland är 40 anställda , tillade företaget .|1
Lassila &amp; Tikanojas rörelseresultat exklusive poster av engångskaraktär och imputerade poster för andra kvartalet var 11,3 miljoner euro, en minskning från 13,8 miljoner euro för ett år sedan.|0
Merparten av råvarorna kommer från Europa och USA och betalas i euro eller amerikanska dollar, medan försäljningen sker i rubel.|1
Uppsägningarna syftade till att nå ett årligt besparingsmål på 1,5 miljarder euro 2 miljarder dollar i slutet av 2010.|2
Panostaja, med huvudkontor i Tammerfors, Finland, är ett investeringsbolag med fokus på små och medelstora finska företag verksamma inom de traditionella industrierna.|1
Rörelseresultatet förbättrades med 27 % till 579,8 miljoner euro från 457,2 miljoner euro 2006 .|2
Finska OKO-banken har tecknat ett samarbetsavtal med Raiffeisen om finländska företags investeringar i Ryssland.|2
Till följd av nyemissionen ökar antalet aktier i bolaget med 391 630 aktier och aktiekapitalet med totalt 15 665,20 euro.|1
I slutet av förra veckan publicerade Protalix BioTherapeutics Inc ( AMEX : PLX ) ett prospekt för ett första erbjudande på AMEX på cirka 5 % av aktiekapitalet .|1
Åtgärder kommer att inledas omedelbart och kommer att slutföras under första kvartalet 2010 .|1
Båda företagens befintliga investeringsplaner kommer att samordnas.|1
I juli-september 2008 ökade YIT:s omsättning till 970,8 miljoner euro, jämfört med 906,8 miljoner euro under motsvarande period 2007.|2
Företaget handlas under namnet Velta UK, ett tidigare Uponor-varumärke, och företaget har varit Uponors långsiktiga partner för att leverera Velta-märkta system särskilt för den kommersiella och industriella byggsektorn i Storbritannien och internationellt.|1
Nettoomsättningen minskade med 5 % från föregående räkenskapsperiod.|0
Rörelseresultatet för tremånadersperioden minskade från 1 ,65 miljoner euro medan nettoomsättningen ökade från 14 ,6 miljoner euro jämfört med motsvarande period 2005 .|0
Den globala dödssiffran för covid-19 överstiger 4 miljoner.|0
